,name,films,Photo
111,Patrick Dempsey,Grey's Anatomy,"https://m.media-amazon.com/images/M/MV5BMTM4NzExNTAxN15BMl5BanBnXkFtZTcwNzA4MTU5MQ@@._V1_UX140_CR0,0,140,209_AL_.jpg"
112,Leo Woodall,Cherry,"https://m.media-amazon.com/images/M/MV5BNjQxNDI2NDctMDAzMi00OWQzLWJhODAtMjhkYzYzYzAyMWI2XkEyXkFqcGdeQXVyMTMyNzI3NzIy._V1_UY209_CR17,0,140,209_AL_.jpg"
113,Meg Ryan,When Harry Met Sally...,"https://m.media-amazon.com/images/M/MV5BMTgzOTI0NzI3OV5BMl5BanBnXkFtZTgwODIyMzUzMDI@._V1_UY209_CR1,0,140,209_AL_.jpg"
114,Beatrice Grannò,Gli indifferenti,"https://m.media-amazon.com/images/M/MV5BY2MwMTEzOTItYmYxNi00YjgwLWJkNjYtZTlmYTFhMTY4OTVmXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY209_CR87,0,140,209_AL_.jpg"
115,Murray Bartlett,The White Lotus,"https://m.media-amazon.com/images/M/MV5BMjA0NjY3NjI4MV5BMl5BanBnXkFtZTgwNTM4OTg5NDE@._V1_UX140_CR0,0,140,209_AL_.jpg"
116,Taylor John Smith,Cruel Intentions,"https://m.media-amazon.com/images/M/MV5BNjg2Yjg4ZWUtOThjMi00YzUwLWIyNDAtYTBjMDYyODVkNjQ1XkEyXkFqcGdeQXVyMzI3Mjk2MzY@._V1_UY209_CR13,0,140,209_AL_.jpg"
117,Ralph Fiennes,The Grand Budapest Hotel,"https://m.media-amazon.com/images/M/MV5BMzc5MjE1NDgyN15BMl5BanBnXkFtZTcwNzg2ODgwNA@@._V1_UY209_CR10,0,140,209_AL_.jpg"
118,Charlbi Dean,Spud,"https://m.media-amazon.com/images/M/MV5BMTgxNzc2MDY5MF5BMl5BanBnXkFtZTgwMTQyODgwNjE@._V1_UX140_CR0,0,140,209_AL_.jpg"
119,Forrie J. Smith,Rambo III,"https://m.media-amazon.com/images/M/MV5BMzZmNjRlNDUtMjZkZC00NGRjLWFmYTgtZjk2MDkxNzYyMmRiXkEyXkFqcGdeQXVyOTc4NjcxMTA@._V1_UY209_CR11,0,140,209_AL_.jpg"
120,Aaron Taylor-Johnson,Kick-Ass,"https://m.media-amazon.com/images/M/MV5BMzE5MzI0MzY2OF5BMl5BanBnXkFtZTgwODE3MTk4MTE@._V1_UY209_CR9,0,140,209_AL_.jpg"
121,Christian Serratos,The Walking Dead,"https://m.media-amazon.com/images/M/MV5BNGM4ZWIwNjItOWY3ZS00ODBmLTgxZDktMGNiMWI5MTdiMmZlXkEyXkFqcGdeQXVyOTM2NDQ4MjA@._V1_UY209_CR2,0,140,209_AL_.jpg"
122,Dwayne Johnson,Jumanji: Welcome to the Jungle,"https://m.media-amazon.com/images/M/MV5BMTkyNDQ3NzAxM15BMl5BanBnXkFtZTgwODIwMTQ0NTE@._V1_UX140_CR0,0,140,209_AL_.jpg"
123,Danai Gurira,Black Panther,"https://m.media-amazon.com/images/M/MV5BNjYyNjg1OTU1M15BMl5BanBnXkFtZTgwNzYyNTkzMDI@._V1_UX140_CR0,0,140,209_AL_.jpg"
124,Will Sharpe,Flowers,"https://m.media-amazon.com/images/M/MV5BMTUxMDk0MTA1OF5BMl5BanBnXkFtZTgwOTkxMDkxMDI@._V1_UY209_CR13,0,140,209_AL_.jpg"
125,Austin Butler,Elvis,"https://m.media-amazon.com/images/M/MV5BYzE2YjhhYWQtNGZmYi00OWIzLTgwMTAtNWI3NWY0ZTUwOTNiXkEyXkFqcGdeQXVyNjY4MDI3NQ@@._V1_UY209_CR21,0,140,209_AL_.jpg"
126,Olivia Cooke,Ready Player One,"https://m.media-amazon.com/images/M/MV5BOTVkNzI2ZDEtZGEzNy00ZGI0LTkxNDktYTFjZWUyODgyODQ1XkEyXkFqcGdeQXVyNDAzNDk0MTQ@._V1_UY209_CR9,0,140,209_AL_.jpg"
127,Zazie Beetz,Atlanta,"https://m.media-amazon.com/images/M/MV5BNGQwOTQzYjQtZjlmYi00MWYwLTg0YzEtOTlhYmYzNDcyMDM4XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR24,0,140,209_AL_.jpg"
128,George Burcea,Wednesday,"https://m.media-amazon.com/images/M/MV5BODc4MzEyYzEtOGNhMy00ZWJkLTg5NWMtMDU4YjNmYWIyMjA2XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg"
129,Jeffrey Dean Morgan,Watchmen,"https://m.media-amazon.com/images/M/MV5BM2QwNjhkYzMtNjQ5Mi00OTk2LTg4N2ItZjUzYmU4MWViMDkxXkEyXkFqcGdeQXVyODY2NjYzNA@@._V1_UY209_CR3,0,140,209_AL_.jpg"
130,Kyle Chandler,Super 8,"https://m.media-amazon.com/images/M/MV5BNTM5NDM4ODg3MV5BMl5BanBnXkFtZTcwNTA3MTk3Mw@@._V1_UY209_CR1,0,140,209_AL_.jpg"
131,Anton Lesser,Pirates of the Caribbean: On Stranger Tides,"https://m.media-amazon.com/images/M/MV5BNjhjMzM1MDgtODE5MS00ZDlmLWFkYzYtMzFlYzI4ZGJmOWQ0XkEyXkFqcGdeQXVyNjUxMjc1OTM@._V1_UY209_CR29,0,140,209_AL_.jpg"
132,Jena Malone,The Neon Demon,"https://m.media-amazon.com/images/M/MV5BMTU0NDM5OTE0N15BMl5BanBnXkFtZTcwMzMzNjM0Nw@@._V1_UY209_CR15,0,140,209_AL_.jpg"
133,Matt Smith,Doctor Who,"https://m.media-amazon.com/images/M/MV5BMjE0NzExMTg0MV5BMl5BanBnXkFtZTgwOTIyNTI5NzE@._V1_UY209_CR17,0,140,209_AL_.jpg"
134,Rosalie Craig,Spooks,"https://m.media-amazon.com/images/M/MV5BZmZlOTZhODUtMmJkMC00Y2VjLTg4ZTctZWI4MDdlYTZjN2E4XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg"
135,Elena Satine,Cowboy Bebop,"https://m.media-amazon.com/images/M/MV5BZWVlYTQ5ZTMtNTU5Yy00N2FhLWFhMGYtNTFiYzQ3NTY5YzA3XkEyXkFqcGdeQXVyMTEzNjk5NTk@._V1_UY209_CR13,0,140,209_AL_.jpg"
136,Christian Bale,The Dark Knight,"https://m.media-amazon.com/images/M/MV5BMTkxMzk4MjQ4MF5BMl5BanBnXkFtZTcwMzExODQxOA@@._V1_UX140_CR0,0,140,209_AL_.jpg"
137,Jamie Lee Curtis,Halloween,"https://m.media-amazon.com/images/M/MV5BMjI0MTI0MDk2OV5BMl5BanBnXkFtZTgwODQ4MTE0NDE@._V1_UY209_CR8,0,140,209_AL_.jpg"
138,Johnny Depp,Sweeney Todd: The Demon Barber of Fleet Street,"https://m.media-amazon.com/images/M/MV5BOTBhMTI1NDQtYmU4Mi00MjYyLTk5MjEtZjllMDkxOWY3ZGRhXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_UY209_CR1,0,140,209_AL_.jpg"
139,Isabella Wei,1899,"https://m.media-amazon.com/images/M/MV5BYWQyNGFlZDMtYmYzMi00YjJmLWJlYzItOGY4NmUyMjJjMWY3XkEyXkFqcGdeQXVyMTMyMDk5NzQy._V1_UX140_CR0,0,140,209_AL_.jpg"
140,Alexis Ren,Latency,"https://m.media-amazon.com/images/M/MV5BMTI3MTM5NjMtMzM4MS00NDFjLTlmOWEtMDE0MjljOTlhMTNlXkEyXkFqcGdeQXVyMTAyMTc5MjQ0._V1_UY209_CR13,0,140,209_AL_.jpg"
141,Alan Tudyk,Rogue One,"https://m.media-amazon.com/images/M/MV5BMjE0MzEwNDUxNV5BMl5BanBnXkFtZTcwNTE1MDAzOQ@@._V1_UY209_CR1,0,140,209_AL_.jpg"
142,Karen Gillan,Selfie,"https://m.media-amazon.com/images/M/MV5BMTQwMDQ0NDk1OV5BMl5BanBnXkFtZTcwNDcxOTExNg@@._V1_UY209_CR2,0,140,209_AL_.jpg"
143,Paul Campbell,Battlestar Galactica,"https://m.media-amazon.com/images/M/MV5BNjMwODM2MmItMTM5Ny00MWM5LWE2MTQtNjdjMTNjMzk5YWZjXkEyXkFqcGdeQXVyNTM0NTAyNTE@._V1_UY209_CR87,0,140,209_AL_.jpg"
144,Jennifer Lawrence,The Hunger Games,"https://m.media-amazon.com/images/M/MV5BOTU3NDE5MDQ4MV5BMl5BanBnXkFtZTgwMzE5ODQ3MDI@._V1_UX140_CR0,0,140,209_AL_.jpg"
145,Olivia Williams,The Ghost Writer,"https://m.media-amazon.com/images/M/MV5BMzIyOTEwMjYyNl5BMl5BanBnXkFtZTgwNTc3NDU0MjE@._V1_UY209_CR73,0,140,209_AL_.jpg"
146,Josh Lucas,Ford v Ferrari,"https://m.media-amazon.com/images/M/MV5BODMyNDQyMWItNDEyNy00OWZlLTgwNGUtOTNhMTQxN2U4N2ZlXkEyXkFqcGdeQXVyMzYwNzUyOTM@._V1_UY209_CR22,0,140,209_AL_.jpg"
147,Ali Liebert,Bomb Girls,"https://m.media-amazon.com/images/M/MV5BZWYxYTFhN2UtMzY3MC00ZDViLTgxODktOTNlNzEzNGE0N2I4XkEyXkFqcGdeQXVyMjk3MzY3MQ@@._V1_UX140_CR0,0,140,209_AL_.jpg"
148,Tom Hardy,Inception,"https://m.media-amazon.com/images/M/MV5BMTQ3ODEyNjA4Nl5BMl5BanBnXkFtZTgwMTE4ODMyMjE@._V1_UX140_CR0,0,140,209_AL_.jpg"
149,Hande Erçel,Sen Çal Kapimi,"https://m.media-amazon.com/images/M/MV5BMDM1MWZlNjgtNjU4MC00YmNhLWI3ODItY2Q0YmI0ZTIxYjIyXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_UY209_CR5,0,140,209_AL_.jpg"
150,Miley Cyrus,Hannah Montana,"https://m.media-amazon.com/images/M/MV5BMTc3MzE1MzcxNl5BMl5BanBnXkFtZTcwNTM1MTA2OA@@._V1_UY209_CR3,0,140,209_AL_.jpg"
151,Lesley Manville,Phantom Thread,"https://m.media-amazon.com/images/M/MV5BMTQ3NTU0OTc1OF5BMl5BanBnXkFtZTcwNzU5MTA3NA@@._V1_UX140_CR0,0,140,209_AL_.jpg"
152,Bo Derek,Bolero,"https://m.media-amazon.com/images/M/MV5BODAwMzIxMTQxNl5BMl5BanBnXkFtZTcwNjg3MDY0Nw@@._V1_UX140_CR0,0,140,209_AL_.jpg"
153,Norman Reedus,The Walking Dead,"https://m.media-amazon.com/images/M/MV5BMTQ5ODE4NTgzMl5BMl5BanBnXkFtZTcwODI0MjAwMw@@._V1_UY209_CR4,0,140,209_AL_.jpg"
154,Ming-Na Wen,Mulan,"https://m.media-amazon.com/images/M/MV5BMTIyNjUwNTk3OV5BMl5BanBnXkFtZTcwOTE4NTMzMQ@@._V1_UY209_CR13,0,140,209_AL_.jpg"
155,Imelda Staunton,Vera Drake,"https://m.media-amazon.com/images/M/MV5BMTQ0NzcwOTE0NF5BMl5BanBnXkFtZTYwNjAxOTI1._V1_UX140_CR0,0,140,209_AL_.jpg"
156,Nicholas Hoult,About a Boy,"https://m.media-amazon.com/images/M/MV5BMTUxMTYxNzMzNF5BMl5BanBnXkFtZTcwMTU0NTcxOQ@@._V1_UY209_CR3,0,140,209_AL_.jpg"
157,Aimee Carrero,Elena of Avalor,"https://m.media-amazon.com/images/M/MV5BNjhjYmE4ZjQtNDkyMy00YjVhLWI1ODktNDFhOTJiZDMyYjc5XkEyXkFqcGdeQXVyMTEzODQxMzYz._V1_UY209_CR5,0,140,209_AL_.jpg"
158,Stellan Skarsgård,Good Will Hunting,"https://m.media-amazon.com/images/M/MV5BMzljNGIzYjgtMTQ0MS00OWU1LTk1NWEtOWQ3ZDhmNzQ2ZDAxXkEyXkFqcGdeQXVyMDAzMDk4OQ@@._V1_UY209_CR58,0,140,209_AL_.jpg"
159,Michael Shannon,Take Shelter,"https://m.media-amazon.com/images/M/MV5BMjE0NzM5MTc5OF5BMl5BanBnXkFtZTgwMjc3ODYxODE@._V1_UX140_CR0,0,140,209_AL_.jpg"
160,Chris O'Dowd,Bridesmaids,"https://m.media-amazon.com/images/M/MV5BMTQ4MTQwNzk5NF5BMl5BanBnXkFtZTgwOTgzMDEwMTE@._V1_UX140_CR0,0,140,209_AL_.jpg"
161,Emma Corrin,The Crown,"https://m.media-amazon.com/images/M/MV5BMGViYjI5MmQtYThkYi00ZGExLTgzMWYtMzZhNDViNDc1NGIwXkEyXkFqcGdeQXVyMTEyMzgzOTcz._V1_UY209_CR8,0,140,209_AL_.jpg"
162,Kimberley Sustad,Travelers,"https://m.media-amazon.com/images/M/MV5BZmU2MGU1NjAtZTZlMy00ZTgxLWE2NGQtOGNhMjc2NDY5ZWFlXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR15,0,140,209_AL_.jpg"
163,Daniel Radcliffe,Harry Potter and the Deathly Hallows - Part 2,"https://m.media-amazon.com/images/M/MV5BZmE0NzNiNzQtYTVlYS00MjljLWE4MTgtYzYxNjU2NjZkM2M4XkEyXkFqcGdeQXVyNjY5NDgzNjQ@._V1_UX140_CR0,0,140,209_AL_.jpg"
164,Emilia Clarke,Game of Thrones,"https://m.media-amazon.com/images/M/MV5BNjg3OTg4MDczMl5BMl5BanBnXkFtZTgwODc0NzUwNjE@._V1_UX140_CR0,0,140,209_AL_.jpg"
165,Juliette Lewis,Natural Born Killers,"https://m.media-amazon.com/images/M/MV5BZDNmYmMzNzAtNjEzNy00YWUyLTg0NmItYWI4NWU0YjFhMjlhXkEyXkFqcGdeQXVyMTU3Njg2MjQy._V1_UY209_CR1,0,140,209_AL_.jpg"
166,Jack O'Connell,Unbroken,"https://m.media-amazon.com/images/M/MV5BMTU4MjU0NjI4NF5BMl5BanBnXkFtZTgwNjU3NTUzMDI@._V1_UY209_CR6,0,140,209_AL_.jpg"
167,Saoirse Ronan,Hanna,"https://m.media-amazon.com/images/M/MV5BMjExNTM5NDE4NV5BMl5BanBnXkFtZTcwNzczMzEzOQ@@._V1_UX140_CR0,0,140,209_AL_.jpg"
168,Martin Scorsese,Taxi Driver,"https://m.media-amazon.com/images/M/MV5BMTcyNDA4Nzk3N15BMl5BanBnXkFtZTcwNDYzMjMxMw@@._V1_UX140_CR0,0,140,209_AL_.jpg"
169,Bruce Willis,Die Hard,"https://m.media-amazon.com/images/M/MV5BMjA0MjMzMTE5OF5BMl5BanBnXkFtZTcwMzQ2ODE3Mw@@._V1_UY209_CR19,0,140,209_AL_.jpg"
170,Rose Byrne,Spy,"https://m.media-amazon.com/images/M/MV5BMTc0MDA2Njc0OF5BMl5BanBnXkFtZTcwNzc3NDU3Mw@@._V1_UY209_CR5,0,140,209_AL_.jpg"
171,Wes Bentley,American Beauty,"https://m.media-amazon.com/images/M/MV5BOTgyOTY5OTA5OF5BMl5BanBnXkFtZTcwNzM1MjM1Nw@@._V1_UY209_CR0,0,140,209_AL_.jpg"
172,Stanley Tucci,Big Night,"https://m.media-amazon.com/images/M/MV5BMTU1MzE4MjAzMV5BMl5BanBnXkFtZTcwMjA2MTMyMw@@._V1_UY209_CR6,0,140,209_AL_.jpg"
173,Baran bo Odar,Who Am I - Kein System ist sicher,"https://m.media-amazon.com/images/M/MV5BMzRlYTMzM2UtZjUxMy00NjY0LWJmNWEtZDU2N2NlOTQyODVkXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR15,0,140,209_AL_.jpg"
174,James Cameron,Avatar,"https://m.media-amazon.com/images/M/MV5BMjI0MjMzOTg2MF5BMl5BanBnXkFtZTcwMTM3NjQxMw@@._V1_UX140_CR0,0,140,209_AL_.jpg"
175,Scott Schwartz,The Toy,"https://m.media-amazon.com/images/M/MV5BMjMxMjM5MDM5Nl5BMl5BanBnXkFtZTcwMTQ0NTcxOA@@._V1_UY209_CR1,0,140,209_AL_.jpg"
176,Kevin Bacon,Footloose,"https://m.media-amazon.com/images/M/MV5BOTQxMTEyMjI0NV5BMl5BanBnXkFtZTgwODE4ODAzMjE@._V1_UX140_CR0,0,140,209_AL_.jpg"
177,Nikki Bella,WWF SmackDown!,"https://m.media-amazon.com/images/M/MV5BMjM0NDUzMTU4MF5BMl5BanBnXkFtZTgwNjk4MjM0OTE@._V1_UY209_CR87,0,140,209_AL_.jpg"
178,Charlize Theron,Monster,"https://m.media-amazon.com/images/M/MV5BMTk5Mzc4ODU0Ml5BMl5BanBnXkFtZTcwNjU1NTI0Mw@@._V1_UY209_CR8,0,140,209_AL_.jpg"
179,Tim Allen,Toy Story,"https://m.media-amazon.com/images/M/MV5BMTI5ODY0NTAwOF5BMl5BanBnXkFtZTcwOTI3NjQxMw@@._V1_UX140_CR0,0,140,209_AL_.jpg"
180,Rita Ora,Fifty Shades of Grey,"https://m.media-amazon.com/images/M/MV5BMTY1NzA4NDgwN15BMl5BanBnXkFtZTcwOTUyODM0Nw@@._V1_UX140_CR0,0,140,209_AL_.jpg"
181,Bill Skarsgård,It,"https://m.media-amazon.com/images/M/MV5BODBlNmRhODYtOWE2Ni00MTZmLWExMWYtMmRjYWNhNDRjNGU2XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UY209_CR80,0,140,209_AL_.jpg"
182,Sam Rockwell,Moon,"https://m.media-amazon.com/images/M/MV5BMTc2NTM3MzE5NF5BMl5BanBnXkFtZTcwMjg4NDMwNA@@._V1_UY209_CR3,0,140,209_AL_.jpg"
183,Lily James,Cinderella,"https://m.media-amazon.com/images/M/MV5BMTgxMjM2NTAyMV5BMl5BanBnXkFtZTgwOTU4NjU2NDE@._V1_UX140_CR0,0,140,209_AL_.jpg"
184,Katherine Heigl,One for the Money,"https://m.media-amazon.com/images/M/MV5BNTM0NDEwMjA1MV5BMl5BanBnXkFtZTcwMzQxMDI3Mg@@._V1_UY209_CR1,0,140,209_AL_.jpg"
185,Danielle Bisutti,God of War: Ragnarök,"https://m.media-amazon.com/images/M/MV5BZDk3MmUzZWYtMmI2My00MTQyLWFkOWQtZWY1N2FiMWYwYmJjXkEyXkFqcGdeQXVyMzIwMjM0MA@@._V1_UY209_CR4,0,140,209_AL_.jpg"
186,Evan Peters,X-Men: Apocalypse,"https://m.media-amazon.com/images/M/MV5BMjA2NDg2ODYwMV5BMl5BanBnXkFtZTgwNTE4MzQyNzE@._V1_UY209_CR0,0,140,209_AL_.jpg"
187,Haley Webb,Blonde,"https://m.media-amazon.com/images/M/MV5BMzY5MmUyZDUtNDBmMC00MmY1LTlmNGUtN2VjYjNmZDFjMmRhXkEyXkFqcGdeQXVyMzUyNjE0MQ@@._V1_UX140_CR0,0,140,209_AL_.jpg"
188,David Krumholtz,The Deuce,"https://m.media-amazon.com/images/M/MV5BNWIzOGU4NDItNDZlZS00ZjcwLTgzOGQtOGY0OTJjYzExMjVhXkEyXkFqcGdeQXVyMjA2NTA5NzA@._V1_UY209_CR13,0,140,209_AL_.jpg"
189,Tom Holland,Spider-Man: Homecoming,"https://m.media-amazon.com/images/M/MV5BNzZiNTEyNTItYjNhMS00YjI2LWIwMWQtZmYwYTRlNjMyZTJjXkEyXkFqcGdeQXVyMTExNzQzMDE0._V1_UX140_CR0,0,140,209_AL_.jpg"
190,Andrew W. Walker,Steel Toes,"https://m.media-amazon.com/images/M/MV5BNWI5ZDA2NTYtZWRmNi00MjBkLWIzYzEtNDM3ZTU2MzEwZjQ5XkEyXkFqcGdeQXVyMTk2ODkxMzQ@._V1_UY209_CR1,0,140,209_AL_.jpg"
191,Robert Downey Jr.,Iron Man,"https://m.media-amazon.com/images/M/MV5BNzg1MTUyNDYxOF5BMl5BanBnXkFtZTgwNTQ4MTE2MjE@._V1_UX140_CR0,0,140,209_AL_.jpg"
192,Lacey Chabert,Mean Girls,"https://m.media-amazon.com/images/M/MV5BMTU1Nzc3NzAwMl5BMl5BanBnXkFtZTcwNzY1ODk0Mg@@._V1_UX140_CR0,0,140,209_AL_.jpg"
193,Jake Gyllenhaal,Nightcrawler,"https://m.media-amazon.com/images/M/MV5BNjA0MTU2NDY3MF5BMl5BanBnXkFtZTgwNDU4ODkzMzE@._V1_UX140_CR0,0,140,209_AL_.jpg"
194,Val Kilmer,The Doors,"https://m.media-amazon.com/images/M/MV5BMTk3ODIzMDA5Ml5BMl5BanBnXkFtZTcwNDY0NTU4Ng@@._V1_UY209_CR3,0,140,209_AL_.jpg"
195,Wendy Moniz,The Guardian,"https://m.media-amazon.com/images/M/MV5BMjI5NzM1NDYzOV5BMl5BanBnXkFtZTcwNzY2NDYyNw@@._V1_UY209_CR4,0,140,209_AL_.jpg"
196,Kaitlyn Dever,Booksmart,"https://m.media-amazon.com/images/M/MV5BZDcyZTNjM2ItM2UyMC00YjdkLTk3MmEtZDk2Y2NiMWQ3NWY2XkEyXkFqcGdeQXVyMTk5MzgwMDM@._V1_UY209_CR2,0,140,209_AL_.jpg"
197,Nicola Peltz Beckham,Transformers: Age of Extinction,"https://m.media-amazon.com/images/M/MV5BZmYwODIzZmEtOTAxZi00NzM2LWEwMjItZmJlMmI3ZDM2ZTU4XkEyXkFqcGdeQXVyMTkyNTc4MDE@._V1_UY209_CR13,0,140,209_AL_.jpg"
198,Jonah Hill,21 Jump Street,"https://m.media-amazon.com/images/M/MV5BMTUyNDU0NzAwNl5BMl5BanBnXkFtZTcwMzQxMzIzNw@@._V1_UY209_CR19,0,140,209_AL_.jpg"
199,Jonas Bloquet,Elle,"https://m.media-amazon.com/images/M/MV5BMTY2MzY1MjIwN15BMl5BanBnXkFtZTgwNTczNDExNDE@._V1_UY209_CR87,0,140,209_AL_.jpg"
200,Bonnie Bedelia,Die Hard,"https://m.media-amazon.com/images/M/MV5BNzEyOTA4MTM5OV5BMl5BanBnXkFtZTcwNTQ4NTQzMQ@@._V1_UY209_CR4,0,140,209_AL_.jpg"
201,Ryan Gosling,Blue Valentine,"https://m.media-amazon.com/images/M/MV5BMTQzMjkwNTQ2OF5BMl5BanBnXkFtZTgwNTQ4MTQ4MTE@._V1_UY209_CR12,0,140,209_AL_.jpg"
202,John Candy,"Planes, Trains & Automobiles","https://m.media-amazon.com/images/M/MV5BMzQ3MzQzODUxMF5BMl5BanBnXkFtZTcwMjY5MTkyOA@@._V1_UX140_CR0,0,140,209_AL_.jpg"
203,Mads Mikkelsen,Hannibal,"https://m.media-amazon.com/images/M/MV5BMTcyMTU5MzgxMF5BMl5BanBnXkFtZTYwMDI0NjI1._V1_UX140_CR0,0,140,209_AL_.jpg"
204,Taron Egerton,Kingsman: The Secret Service,"https://m.media-amazon.com/images/M/MV5BMTYzODU2OTI2Nl5BMl5BanBnXkFtZTgwMTUyMTAwMzE@._V1_UY209_CR5,0,140,209_AL_.jpg"
205,Elizabeth Banks,The Hunger Games,"https://m.media-amazon.com/images/M/MV5BY2UxNzE4YWMtNDRiMi00MzY1LTkwZjgtNzA0MjA2NTNjZjRmXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX140_CR0,0,140,209_AL_.jpg"
206,Daniella Pick,Once Upon a Time in Hollywood,"https://m.media-amazon.com/images/M/MV5BMTAzNjY1NjQwNTNeQTJeQWpwZ15BbWU4MDA0MTE2Mjcz._V1_UX140_CR0,0,140,209_AL_.jpg"
207,Helena Bonham Carter,Sweeney Todd: The Demon Barber of Fleet Street,"https://m.media-amazon.com/images/M/MV5BMTUzMzUzMDg5MV5BMl5BanBnXkFtZTcwMDA5NDMwNA@@._V1_UY209_CR3,0,140,209_AL_.jpg"
208,Joe Tippett,Mare of Easttown,"https://m.media-amazon.com/images/M/MV5BNjE5YzQ3MTItY2ZhOC00NjgyLWFiYmYtMTFjMTY3ODY5MDAyXkEyXkFqcGdeQXVyODI2ODY3Njc@._V1_UY209_CR11,0,140,209_AL_.jpg"
209,Melissa Roxburgh,Star Trek Beyond,"https://m.media-amazon.com/images/M/MV5BNWJlZDk2YWMtNjQwZi00MTQwLWFjYjMtMWZjNzI0MDUzY2E3XkEyXkFqcGdeQXVyMjU0NjE0NDI@._V1_UX140_CR0,0,140,209_AL_.jpg"
210,Denzel Washington,Fences,"https://m.media-amazon.com/images/M/MV5BMjE5NDU2Mzc3MV5BMl5BanBnXkFtZTcwNjAwNTE5OQ@@._V1_UY209_CR8,0,140,209_AL_.jpg"
211,Jordan Peele,Get Out,"https://m.media-amazon.com/images/M/MV5BOGYzMTdiMTAtZjkwZi00NmYwLWE5MTYtNmY1ZmJlMWY4ZGM0XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX140_CR0,0,140,209_AL_.jpg"
212,Miles Teller,Whiplash,"https://m.media-amazon.com/images/M/MV5BM2ZiYThiZTUtYmM0ZS00ZWQzLTgzMTEtZWY1ZDkwNWM4ZGNmXkEyXkFqcGdeQXVyMTE1MTYxNDAw._V1_UY209_CR0,0,140,209_AL_.jpg"
213,Michael Wincott,Basquiat,"https://m.media-amazon.com/images/M/MV5BYTI4NmYyZDQtNGI5NC00YjlhLTgzOGMtZDEwNmNjYWNjYzIxXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX140_CR0,0,140,209_AL_.jpg"
214,Claire Foy,First Man,"https://m.media-amazon.com/images/M/MV5BNTI5OTMwNzM4NV5BMl5BanBnXkFtZTcwNDY1NjkyNA@@._V1_UY209_CR5,0,140,209_AL_.jpg"
215,Nadine Velazquez,Flight,"https://m.media-amazon.com/images/M/MV5BMTM1OTA2MzE5OV5BMl5BanBnXkFtZTcwNTcxMTEzMQ@@._V1_UY209_CR1,0,140,209_AL_.jpg"
216,Cate Blanchett,Carol,"https://m.media-amazon.com/images/M/MV5BMTc1MDI0MDg1NV5BMl5BanBnXkFtZTgwMDM3OTAzMTE@._V1_UY209_CR2,0,140,209_AL_.jpg"
217,Taika Waititi,What We Do in the Shadows,"https://m.media-amazon.com/images/M/MV5BMzk4MDIzNjcwNV5BMl5BanBnXkFtZTgwMTIyMjgwNDI@._V1_UY209_CR13,0,140,209_AL_.jpg"
218,Jonathan Majors,Lovecraft Country,"https://m.media-amazon.com/images/M/MV5BYTQ0ZDkzZmYtYzAzZC00YTUwLWJhZmEtZGRjZTQyYWUwYWI0XkEyXkFqcGdeQXVyMjU2Nzg3NzM@._V1_UY209_CR3,0,140,209_AL_.jpg"
219,Octavia Spencer,Hidden Figures,"https://m.media-amazon.com/images/M/MV5BMTg0MjcwMjcxNl5BMl5BanBnXkFtZTcwMjkwODg0Ng@@._V1_UY209_CR8,0,140,209_AL_.jpg"
220,Mel Gibson,Braveheart,"https://m.media-amazon.com/images/M/MV5BNTUzOTMwNTM0OV5BMl5BanBnXkFtZTcwNDQwMTUxMw@@._V1_UY209_CR6,0,140,209_AL_.jpg"
221,Tom Burke,Only God Forgives,"https://m.media-amazon.com/images/M/MV5BMjAxMjk4MjgyMl5BMl5BanBnXkFtZTcwODk1MjgxOA@@._V1_UX140_CR0,0,140,209_AL_.jpg"
222,Natalie Portman,Black Swan,"https://m.media-amazon.com/images/M/MV5BYzU0ZGRhZWItMGJlNy00YzlkLWIzOWYtNDA2NzlhMDg3YjMwXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UX140_CR0,0,140,209_AL_.jpg"
223,Hannah Waddingham,Ted Lasso,"https://m.media-amazon.com/images/M/MV5BNjk5ODc5MTU3MF5BMl5BanBnXkFtZTgwOTk2MjI5NDE@._V1_UX140_CR0,0,140,209_AL_.jpg"
224,Joanne Whalley,Willow,"https://m.media-amazon.com/images/M/MV5BMTkzNDYzMDYxMF5BMl5BanBnXkFtZTcwMDI0NDgyNw@@._V1_UX140_CR0,0,140,209_AL_.jpg"
